id,name,elements,sigelements,yeardiscovery,hmin,hmax,hardtype,specificgravity,strunz10ed1,strunz10ed2,strunz10ed3,strunz10ed4,dana8ed1,dana8ed2,dana8ed3,dana8ed4
3662,Sillimanite,-Al-Si-O-,-Al-Si-O-,1824,6.5,7.5,0,3.25,9,A,F,05,52,2,2a,1
3663,Sillénite,-Bi-Si-O-,-Bi-Si-O-,,0.0,0.0,0,9.30,4,C,B,70,4,3,12,1
3664,Silver,-Ag-,-Ag-,,2.5,3.0,3,10.5,1,A,A,05,1,1,1,2
3665,Simferite,-Li-Mg-O-P-,-Li-Mg-O-P-,1989,0.0,0.0,0,,8,A,B,10,38,5,7,1
3666,Simonellite,-C-H-,-C-H-,1919,0.0,0.0,0,,10,B,A,45,50,3,3,1
3667,Simonite,-As-Hg-Tl-S-,-As-Hg-Tl-S-,1982,0.0,0.0,0,,2,G,C,20,3,7,10,1
3668,Simonkolleite,-Cl-Zn-O-H-,-Cl-Zn-O-H-,1983,1.5,1.5,0,,3,D,A,20,10,5,8,1
3669,Simplotite,-Ca-O-H-V-,-Ca-O-H-V-,1956,1.0,1.0,0,,4,H,G,20,47,4,8,1
3670,Simpsonite,-Al-Ta-O-H-,-Al-Ta-O-H-,1938,7.0,7.5,0,5.9-6.8,4,D,C,10,8,7,5,1
3671,Sincosite,-Ca-O-P-H-V-,-Ca-O-P-H-V-,1922,1.0,2.0,0,,8,C,J,65,42,11,19,1
3672,Sinhalite,-Al-Mg-B-O-,-Al-Mg-B-O-,1952,6.5,7.0,0,,6,A,C,05,24,1,1,1
3673,Sinjarite,-Ca-Cl-O-H-,-Ca-Cl-O-H-,1980,1.5,1.5,0,,3,B,B,25,9,2,5,1
3674,Sinkankasite,-Al-Mn-O-P-H-,-Al-Mn-O-P-H-,,4.0,4.0,0,,8,D,B,20,42,7,1,4
3675,Sinnerite,-As-Cu-S-,-As-Cu-S-,1964,4.0,4.5,0,,2,G,C,10,3,6,14,1
3676,Sinoite,-Si-N-O-,-Si-N-O-,1964,0.0,0.0,0,,1,D,B,10,1,3,9,1
3677,Sitinakite,-Na-Si-Ti-O-K-H-,-Na-Si-Ti-O-K-H-,1989,4.5,4.5,0,,9,A,G,30,52,4,11,1
3679,Skinnerite,-Cu-Sb-S-,-Cu-Sb-S-,1974,3.0,3.0,0,,2,G,A,20,3,4,8,2
3680,Skippenite,-Bi-Se-Te-,-Bi-Se-Te-,1987,2.5,2.5,0,,2,D,C,05,2,11,7,6
3681,Sklodowskite,-Mg-Si-O-H-U-,-Mg-Si-O-H-U-,1924,2.0,3.0,0,,9,A,K,10,53,3,1,3
3682,Skutterudite,-As-Co-,-As-Co-,1845,5.5,6.0,0,,2,E,C,05,2,12,17,1
3683,Slavíkite,-Fe-Mg-O-S-H-,-Fe-Mg-O-S-H-,1926,3.5,3.5,0,,7,D,F,30,31,9,13,1
3684,Slawsonite,-Al-Si-Sr-O-,-Al-Si-Sr-O-,1977,5.5,6.5,0,,9,F,A,50,76,1,5,2
3686,Smirnite,-Bi-Te-O-,-Bi-Te-O-,1982,3.5,4.0,0,,4,J,K,40,34,1,8,1
3687,Smithite,-Ag-As-S-,-Ag-As-S-,1905,1.5,2.0,0,4.9,2,G,C,30,3,7,3,1
3688,Smithsonite,-Zn-O-C-,-Zn-O-C-,1832,4.0,4.5,0,4.3-4.4,5,A,B,05,14,1,1,6
3691,Smythite,-Fe-Ni-S-,-Fe-S-,1956,4.5,4.5,0,,2,C,C,10,2,8,10,2
3692,Natroboltwoodite,-Na-Si-O-H-U-,-Na-Si-O-H-U-,,0.0,0.0,0,,9,A,K,15,53,3,1,6
3693,Natrouranospinite,-As-Na-O-H-U-,-As-Na-O-H-U-,1957,2.5,2.5,0,,8,E,B,15,40,2a,6,1
3694,Natrozippeite,-Na-O-S-H-U-,-Na-O-S-H-U-,1971,5.0,5.5,0,,7,E,C,05,31,10,4,2
3695,Natropharmacosiderite,-As-Fe-Na-O-H-,-As-Fe-Na-O-H-,1983,3.0,3.0,0,,8,D,K,10,42,8,1,2
3699,Sobolevite,-Ca-Mn-Na-Si-Ti-O-P-F-,-Ca-Mn-Na-Si-Ti-O-P-F-,1982,4.5,5.0,0,,9,B,E,37,56,4,1,4
3700,Sobolevskite,-Bi-Pd-,-Bi-Pd-,1973,4.0,4.0,0,,2,C,C,05,0,0,0,0
3701,Sodalite,-Al-Cl-Na-Si-O-,-Al-Cl-Na-Si-O-,1811,5.5,6.0,0,,9,F,B,10,76,2,3,1
3702,Soddyite,-Si-O-H-U-,-Si-O-H-U-,1922,3.0,4.0,0,,9,A,K,05,53,3,3,1
3703,Alum-(Na),-Al-Na-O-S-H-,-Al-Na-O-S-H-,,3.0,3.0,0,,7,C,C,20,29,5,5,2
3705,Metanatroautunite,-Na-O-P-H-U-,-Na-O-P-H-U-,1957,2.0,2.5,0,,8,E,B,10,40,2a,5,1
3706,Betpakdalite-NaCa,-As-Ca-Fe-Mo-Na-O-H-,-As-Ca-Fe-Mo-Na-O-H-,,0.0,0.0,0,,8,D,M,15,49,4,4,1
3708,Sogdianite,-Li-Si-Zr-O-K-,-Li-Si-Zr-O-K-,1968,7.0,7.0,0,,9,C,M,05,63,2,1a,13
3709,Söhngeite,-Ga-O-H-,-Ga-O-H-,1965,4.0,4.5,0,,4,F,C,05,6,3,5,2
3710,Solongoite,-Ca-Cl-B-O-H-,-Ca-Cl-B-O-H-,1973,3.5,3.5,0,,6,C,A,40,25,3,2,1
3711,Sonolite,-Mn-Si-O-H-,-Mn-Si-O-H-,1963,5.5,5.5,0,,9,A,F,55,52,3,2d,3
3712,Sonoraite,-Fe-Te-O-H-,-Fe-Te-O-H-,1968,3.0,3.0,0,,4,J,N,05,34,7,1,1
3713,Sopcheite,-Ag-Pd-Te-,-Ag-Pd-Te-,1980,3.5,3.5,0,,2,B,C,55,2,16,10,1
3714,Sofiite,-Cl-Se-Zn-O-,-Cl-Se-Zn-O-,1989,2.0,2.5,0,,4,J,G,15,34,6,5,1
3715,Sorbyite,-As-Cu-Pb-Sb-S-,-Cu-Pb-Sb-S-,1966,3.5,4.0,0,,2,L,B,30,3,6,12,1
3716,Sørensenite,-Be-Na-Si-Sn-O-H-,-Be-Na-Si-Sn-O-H-,1962,5.5,5.5,0,,9,D,G,30,65,2,4,1
3717,Sosedkoite,-Al-Na-Nb-Ta-O-K-,-Al-Ta-O-K-,1981,6.0,6.0,0,,4,D,M,05,8,7,6,2
3718,Součekite,-Bi-Cu-Pb-Se-S-,-Bi-Cu-Pb-S-,1979,3.5,4.0,0,,2,G,A,50,3,4,3,3
3719,Souzalite,-Al-Fe-Mg-O-P-H-,-Al-Mg-O-P-H-,1947,5.5,6.0,0,,8,D,C,45,42,9,2,1
3720,Spadaite,-Mg-Si-O-H-,-Mg-Si-O-H-,1863,2.5,2.5,0,,9,E,C,45,78,7,14,1
3721,Spangolite,-Al-Cl-Cu-O-S-H-,-Al-Cl-Cu-O-S-H-,1890,3.0,3.0,0,3.1,7,D,D,15,31,1,5,1
3722,Spencerite,-Zn-O-P-H-,-Zn-O-P-H-,1916,3.0,3.0,0,3.1,8,D,A,40,42,6,4,2
3723,Sperrylite,-As-Pt-,-As-Pt-,1889,6.0,7.0,0,10.4-10.6,2,E,B,05a,2,12,1,13
3724,Spertiniite,-Cu-O-H-,-Cu-O-H-,1980,0.0,0.0,0,3.93,4,F,D,05,6,2,4,1
3725,Spessartine,-Al-Mn-Si-O-,-Al-Mn-Si-O-,1832,6.5,7.5,0,4.18,9,A,D,25,51,4,3a,3
3726,Spherocobaltite,-Co-O-C-,-Co-O-C-,1877,3.0,4.0,0,,5,A,B,05,14,1,1,5
3727,Sphalerite,-Zn-S-,-Zn-S-,1847,3.5,4.0,0,"3.9 - 4.2, pure 4.1",2,C,B,05a,2,8,2,1
3728,Spheniscidite,-Al-Fe-N-O-P-K-H-,-Fe-N-O-P-H-,1976,1.0,1.5,0,,8,D,H,10,42,11,6,3
3729,Spinel,-Al-Mg-O-,-Al-Mg-O-,,7.5,8.0,0,3.58,4,B,B,05,7,2,1,1
3730,Spionkopite,-Cu-S-,-Cu-S-,,2.5,3.0,0,,2,C,A,05c,2,4,7,7
3731,Spiroffite,-Mn-Te-O-,-Mn-Te-O-,1962,3.5,3.5,0,,4,J,K,10,34,5,1,1
3733,Spodumene,-Al-Li-Si-O-,-Al-Li-Si-O-,1800,6.5,7.0,0,3.1,9,D,A,30,65,1,4,1
3734,Spurrite,-Ca-Si-O-C-,-Ca-Si-O-C-,1908,5.0,5.0,0,,9,A,H,15,53,1,1,1
3736,Srebrodolskite,-Ca-Fe-O-,-Ca-Fe-O-,1984,5.5,5.5,0,,4,A,C,10,0,0,0,0
3737,Srilankite,-Ti-Zr-O-,-Ti-Zr-O-,1982,6.5,6.5,0,,4,D,B,25,4,4,13,2
3739,Stibiotantalite,-Nb-Sb-Ta-O-,-Sb-Ta-O-,1893,5.5,5.5,0,,4,D,E,30,8,1,6,2
3740,Strontiojoaquinite,-Ba-Fe-Na-Si-Sr-Ti-O-H-,-Ba-Na-Si-Sr-Ti-O-H-,1982,5.5,5.5,0,,9,C,E,25,60,1,1a,2
3741,Strontioginorite,-Ca-Sr-B-O-H-,-Ca-Sr-B-O-H-,1959,2.0,3.0,0,,6,F,C,15,26,6,7,2
3742,Strontiowhitlockite,-Mg-Sr-O-P-H-,-Mg-Sr-O-P-H-,1989,5.0,5.0,0,,8,A,C,45,38,3,4,2
3744,Stalderite,-Ag-As-Cu-Fe-Hg-Sb-Tl-Zn-S-,-As-Cu-Tl-Zn-S-,1987,3.5,4.0,0,,2,G,A,40,3,4,11,2
3745,Stanfieldite,-Ca-Mg-O-P-,-Ca-Mg-O-P-,1966,4.5,5.0,0,,8,A,C,70,38,3,5,1
3746,Stanleyite,-O-S-H-V-,-O-S-H-V-,1980,1.0,1.5,0,,7,D,E,50,29,6,13,1
3747,Stannite,-Cu-Fe-Sn-S-,-Cu-Fe-Sn-S-,1797,4.0,4.0,0,4.4,2,C,B,15a,2,9,2,1
3748,Stannoidite,-Cu-Fe-Sn-Zn-S-,-Cu-Fe-Sn-S-,1968,4.0,4.0,0,,2,C,B,15c,2,9,3,3
3750,Stannopalladinite,-Cu-Pd-Sn-,-Pd-Sn-,1947,4.5,5.0,0,,1,A,G,25,1,2,9,1
3752,Starkeyite,-Mg-O-S-H-,-Mg-O-S-H-,,2.0,3.0,0,2.01,7,C,B,15,29,6,6,2
3753,Staurolite,-Al-Fe-Si-O-H-,-Al-Fe-Si-O-H-,1792,7.0,7.5,0,,9,A,F,30,52,2,3,1
3754,Steacyite,-Ca-Na-Si-Th-O-K-,-Na-Si-Th-O-K-,1981,5.0,5.0,0,,9,C,H,10,63,1,1,1
3756,Steenstrupine-(Ce),-Ce-Fe-Mn-Na-Si-Zr-O-P-H-,-Ce-Fe-Mn-Na-Si-Zr-O-P-H-,,4.0,5.0,0,,9,C,K,20,61,4,2,1
3757,Fluorstrophite,-Ca-Sr-O-P-F-,-Ca-Sr-O-P-F-,,5.0,5.0,0,,8,B,N,05,41,8,1,7
3758,Stibiopalladinite,-Pd-Sb-,-Pd-Sb-,1927,4.0,5.0,0,,2,A,C,20a,2,3,3,1
3759,Steigerite,-Al-O-H-V-,-Al-O-H-V-,1935,2.5,3.0,0,,8,C,E,65,40,4,5,1
3760,Stellerite,-Al-Ca-Si-O-H-,-Al-Ca-Si-O-H-,1909,4.5,4.5,0,,9,G,E,15,77,1,4,4
3761,Stenhuggarite,-As-Ca-Fe-Sb-O-,-As-Ca-Fe-Sb-O-,1966,4.0,4.0,0,,4,J,B,35,46,1,4,1
3762,Stenonite,-Al-Ba-Na-Sr-O-C-F-,-Al-Sr-O-C-F-,1962,3.5,3.5,0,,3,C,G,05,12,1,1,1
3763,Stepanovite,-Fe-Mg-Na-O-C-H-,-Fe-Mg-Na-O-C-H-,1953,2.0,2.0,0,,10,A,B,20,50,1,7,1
3764,Stephanite,-Ag-Sb-S-,-Ag-Sb-S-,1845,2.0,2.5,0,6.2 - 6.3,2,G,B,10,3,2,4,1
3765,Stercorite,-Na-N-O-P-H-,-Na-N-O-P-H-,1850,2.0,2.0,0,1.5,8,C,J,05,39,3,1,1
3766,Sterlinghillite,-As-Mn-O-H-,-As-Mn-O-H-,1980,3.0,3.0,0,,8,C,D,25,40,3,5,3
3767,Sternbergite,-Ag-Fe-S-,-Ag-Fe-S-,1827,1.0,1.5,0,,2,C,B,65,2,9,12,1
3768,Sterryite,-Ag-As-Cu-Pb-Sb-S-,-Ag-As-Cu-Pb-Sb-S-,1966,3.5,3.5,3,,2,L,B,30,3,5,3,1
3770,Stevensite,-Ca-Mg-Na-Si-O-H-,-Ca-Mg-Si-O-H-,1873,2.5,2.5,0,,9,E,C,45,71,3,1b,6
3772,Stewartite,-Fe-Mn-O-P-H-,-Fe-Mn-O-P-H-,1912,0.0,0.0,0,,8,D,C,30,42,11,10,2
3773,Piemontite-(Sr),-Al-Ca-Mn-Si-Sr-O-H-,-Al-Ca-Mn-Si-Sr-O-H-,1989,6.0,6.0,0,,9,B,G,05,58,2,1a,12
3774,Strontiodresserite,-Al-Sr-O-C-H-,-Al-Sr-O-C-H-,1977,2.0,3.0,0,,5,D,B,10,16b,2,1,3
3775,Stibarsen,-As-Sb-,-As-Sb-,1941,3.0,4.0,0,6.0,1,C,A,05,1,3,1,3
3778,Stibiocolumbite,-Nb-Sb-Ta-O-,-Nb-Sb-O-,1915,5.5,5.5,0,,4,D,E,30,8,1,6,1
3779,Stibiocolusite,-As-Cu-Sb-Sn-S-V-,-Cu-Sb-S-V-,1991,4.0,4.5,0,,2,C,B,30,3,1,1,4
3781,Stibivanite,-Sb-O-V-,-Sb-O-V-,,4.0,4.5,0,,4,J,A,55,45,1,11,2
3782,Stibnite,-Sb-S-,-Sb-S-,,2.0,2.0,0,,2,D,B,05,2,11,2,1
3784,Stichtite,-Cr-Mg-O-C-H-,-Cr-Mg-O-C-H-,1910,1.5,2.0,0,2.1,5,D,A,50,16b,6,2,2
3786,Stilleite,-Se-Zn-,-Se-Zn-,1956,5.0,5.0,0,,2,C,B,05a,2,8,2,2
3787,Stillwaterite,-As-Pd-,-As-Pd-,1974,4.5,4.5,0,,2,A,C,10a,2,16,4,1
3788,Stillwellite-(Ce),-Ca-Ce-La-Si-B-O-,-Ce-Si-B-O-,,6.5,6.5,0,,9,A,J,25,54,2,3,2
3789,Stilpnomelane,-Al-Ca-Fe-Mg-Na-Si-O-K-H-,-Fe-Si-O-K-H-,1827,3.0,4.0,0,,9,E,G,40,74,1,1,1
46792,Hydroterskite,-Na-Si-Zr-O-H-,-Na-Si-Zr-O-H-,2013,0.0,0.0,0,,9,D,M,40,0,0,0,0
3790,Stishovite,-Si-O-,-Si-O-,1962,7.5,8.0,0,,4,D,A,40,4,4,1,9
3791,Stistaite,-Sb-Sn-,-Sb-Sn-,1969,3.0,3.0,0,,2,A,A,45,1,3,1,5
3792,Stoiberite,-Cu-O-V-,-Cu-O-V-,1979,0.0,0.0,0,,8,B,B,75,41,4,5,1
3793,Stokesite,-Ca-Si-Sn-O-H-,-Ca-Si-Sn-O-H-,1899,6.0,6.0,0,,9,D,M,05,65,5,1,1
3794,Stolzite,-Pb-O-W-,-Pb-O-W-,1845,2.5,3.0,0,,7,G,A,05,48,1,3,2
3795,Stottite,-Fe-Ge-O-H-,-Fe-Ge-O-H-,1958,4.5,4.5,0,3.59,4,F,C,15,6,3,7,1
3796,Straczekite,-Ba-Ca-O-K-H-V-,-Ca-O-H-V-,1983,1.0,2.0,0,,4,H,E,20,47,3,2,1
3797,Strakhovite,-Ba-Mn-Na-Si-O-H-,-Ba-Mn-Na-Si-O-H-,1993,5.0,6.0,0,3.86,9,C,F,20,64,3,2,1
3798,Stranskiite,-As-Cu-Zn-O-,-As-Cu-Zn-O-,1960,4.0,4.0,0,,8,A,B,35,38,3,7,1
3799,Strashimirite,-As-Cu-O-H-,-As-Cu-O-H-,1967,2.5,3.0,0,,8,D,C,12,42,6,5,1
3800,Strelkinite,-Na-O-H-U-V-,-Na-O-H-U-V-,1973,2.0,2.5,0,4.1,4,H,B,30,40,2a,29,1
3801,Strengite,-Fe-O-P-H-,-Fe-O-P-H-,1877,3.5,4.0,0,,8,C,D,10,40,4,1,2
3802,Stringhamite,-Ca-Cu-Si-O-H-,-Ca-Cu-Si-O-H-,1974,0.0,0.0,0,,9,A,E,35,78,1,9,1
3803,Stromeyerite,-Ag-Cu-S-,-Ag-Cu-S-,1832,2.5,3.0,0,6 - 6.3,2,B,A,40,2,4,6,1
3804,Stronalsite,-Al-Na-Si-Sr-O-,-Al-Na-Si-Sr-O-,1983,6.5,6.5,0,,9,F,A,60,76,1,6,2
3805,Strontianite,-Sr-O-C-,-Sr-O-C-,1790,3.5,3.5,0,3.7,5,A,B,15,14,1,3,3
3806,Strontio-orthojoaquinite,-Ba-Fe-Na-Si-Sr-Ti-O-H-,-Ba-Na-Si-Sr-Ti-O-H-,,5.5,5.5,0,,9,C,E,25,60,1,1b,2
3807,Strontioborite,-Sr-B-O-H-,-Sr-B-O-H-,1960,0.0,0.0,0,,6,F,C,10,25,6,3,1
3808,Strontiochevkinite,-Ca-Ce-Fe-La-Si-Sr-Ti-Zr-O-,-Fe-Si-Sr-Ti-O-,1983,5.0,6.0,0,,9,B,E,70,56,2,8,2
3809,Strätlingite,-Al-Ca-Si-O-H-,-Al-Ca-Si-O-H-,,0.0,0.0,0,1.9,9,E,G,25,77,2,5,1
3810,Strunzite,-Fe-Mn-O-P-H-,-Fe-Mn-O-P-H-,1957,4.0,4.0,0,,8,D,C,25,42,11,9,1
3811,Struvite,-Mg-N-O-P-H-,-Mg-N-O-P-H-,1846,1.5,2.0,0,1.7,8,C,H,40,40,1,1,1
3813,Stützite,-Ag-Te-,-Ag-Te-,,3.5,3.5,0,,2,B,A,65,2,16,13,1
3814,Studenitsite,-Ca-Na-B-O-H-,-Ca-Na-B-O-H-,,5.5,6.0,0,2.29,6,G,B,05,26,7,8,1
3815,Studtite,-O-H-U-,-O-H-U-,1947,0.0,0.0,0,,4,G,A,15,5,3,1,1
3816,Stumpflite,-Pt-Sb-,-Pt-Sb-,1972,5.0,5.0,0,,2,C,C,05,0,0,0,0
3817,Sturmanite,-Ca-Fe-B-O-S-H-,-Ca-Fe-B-O-S-H-,,2.5,2.5,0,1.847,7,D,G,15,32,4,4,2
3818,Suanite,-Mg-B-O-,-Mg-B-O-,1953,5.5,5.5,0,,6,B,A,05,24,4,1,1
3819,Sudburyite,-Pd-Sb-,-Pd-Sb-,1973,4.5,4.5,0,,2,C,C,05,0,0,0,0
3820,Sudoite,-Al-Mg-Si-O-H-,-Al-Mg-Si-O-H-,1962,2.5,3.5,0,,9,E,C,55,71,4,1,3
3821,Suessite,-Fe-Ni-Si-,-Fe-Si-,,0.0,0.0,0,,1,B,B,05,1,1,23,1
3822,Sugilite,-Fe-Li-Na-Si-O-K-,-Fe-Li-Na-Si-O-K-,,5.5,6.5,0,2.74,9,C,M,05,63,2,1a,9
3823,Sulfoborite,-Mg-B-O-F-S-H-,-Mg-B-O-S-H-,1893,4.0,4.5,0,2.4,6,A,C,55,27,1,5,1
3824,Sulphohalite,-Cl-Na-O-F-S-,-Cl-Na-O-F-S-,,3.5,3.5,0,,7,B,D,05,30,1,7,1
3825,Sulphotsumoite,-Bi-Te-S-,-Bi-Te-S-,1980,2.5,2.5,0,,2,D,C,05,2,8,20,2
3826,Sulphur,-S-,-S-,Know,1.5,2.5,3,2.1,1,C,C,05,1,3,5,1
3827,Sulvanite,-Cu-S-V-,-Cu-S-V-,1900,3.5,3.5,0,3.9,2,C,B,70,3,2,3,1
3828,Sundiusite,-Cl-Pb-O-S-,-Cl-Pb-O-S-,,3.0,3.0,0,,7,B,D,70,30,1,1,1
3829,Suolunite,-Ca-Si-O-H-,-Ca-Si-O-H-,1965,3.5,3.5,0,,9,B,E,10,56,2,4,14
3830,Surinamite,-Al-Be-Fe-Mg-Si-O-,-Al-Be-Mg-Si-O-,1974,0.0,0.0,0,,9,D,H,55,69,2,1b,2
3831,Surite,-Al-Ca-Fe-Mg-Pb-Si-O-C-H-,-Al-Pb-Si-O-C-H-,1977,2.0,3.0,0,,9,E,C,75,71,2,4,2
3832,Sursassite,-Al-Mn-Si-O-H-,-Al-Mn-Si-O-H-,1926,0.0,0.0,0,,9,B,G,15,58,2,3,1
3833,Susannite,-Pb-O-C-S-H-,-Pb-O-C-S-H-,1827,2.5,3.0,0,6.5,5,B,F,40,17,1,3,1
3834,Sussexite,-Mn-B-O-H-,-Mn-B-O-H-,1868,3.0,3.0,0,,6,B,A,15,25,2,1,1
3835,Suzukiite,-Ba-Si-O-V-,-Ba-Si-O-V-,1978,4.0,4.5,0,,9,D,H,15,65,3,1,2
3836,Svabite,-As-Ca-O-F-,-As-Ca-O-F-,1891,5.0,5.0,0,,8,B,N,05,41,8,3,1
3837,Svanbergite,-Al-Sr-O-P-S-H-,-Al-Sr-O-P-S-H-,1851,5.0,5.0,0,,8,B,L,05,43,4,1,6
3838,Sveite,-Al-Cl-N-O-K-H-,-Al-Cl-N-O-K-H-,1980,1.0,1.0,0,,5,N,D,20,19,1,3,1
3839,Sverigeite,-Be-Mg-Mn-Na-Si-Sn-O-H-,-Be-Mg-Mn-Na-Si-Sn-O-H-,1983,6.5,6.5,0,,9,A,E,15,51,2,2,1
3840,Svyatoslavite,-Al-Ca-Si-O-,-Al-Ca-Si-O-,1988,6.0,6.0,0,,9,F,A,45,76,1,6,4
3841,Svyazhinite,-Al-Ca-Fe-Mg-Mn-O-F-S-H-,-Al-Mg-O-F-S-H-,1983,2.0,3.0,0,,7,D,B,05,31,9,8,2
3842,Swaknoite,-Ca-N-O-P-H-,-Ca-N-O-P-H-,1991,1.5,2.0,0,,8,C,J,10,39,3,4,1
3843,Swamboite-(Nd),-Nd-Si-O-H-U-,-Nd-Si-O-H-U-,1981,2.5,2.5,0,,9,A,K,20,53,3,1,8
3844,Swartzite,-Ca-Mg-O-C-H-U-,-Ca-Mg-O-C-H-U-,1948,0.0,0.0,0,2.3,5,E,D,10,15,3,3,2
3845,Swedenborgite,-Be-Na-Sb-O-,-Be-Na-Sb-O-,1924,8.0,8.0,0,,4,A,C,05,44,3,1,1
3846,Sweetite,-Zn-O-H-,-Zn-O-H-,1983,0.0,0.0,0,,4,F,A,10,6,2,9,1
3847,Swinefordite,-Al-Li-Mg-Si-O-F-H-,-Al-Li-Si-O-H-,1973,1.0,1.0,0,2.3 - 2.8,9,E,C,45,71,3,1a,5
3848,Switzerite,-Mn-O-P-H-,-Mn-O-P-H-,,2.0,2.0,0,2.535,8,C,E,25,40,3,5,4
3849,Sylvanite,-Ag-Au-Te-,-Ag-Au-Te-,1835,1.5,2.0,0,8.16,2,E,A,05,2,12,13,3
3850,Sylvite,-Cl-K-,-Cl-K-,1832,1.5,2.0,0,1.9-2.0,3,A,A,20,9,1,1,2
3851,Symplesite,-As-Fe-O-H-,-As-Fe-O-H-,1837,2.5,2.5,0,,8,C,E,45,40,3,8,1
3852,Synadelphite,-As-Mn-O-H-,-As-Mn-O-H-,1884,4.5,4.5,0,,8,B,E,50,43,5,12,1
3853,Synchysite-(Ce),-Ca-Ce-O-C-F-,-Ca-Ce-O-C-F-,,4.5,4.5,0,,5,B,D,20c,16a,1,3,1
3854,Synchysite-(Nd),-Ca-Nd-O-C-F-,-Ca-Nd-O-C-F-,,4.5,4.5,0,,5,B,D,20c,16a,1,3,3
3855,Synchysite-(Y),-Ca-O-C-F-Y-,-Ca-O-C-F-Y-,,6.0,6.5,0,,5,B,D,20c,16a,1,3,2
3856,Syngenite,-Ca-O-K-S-H-,-Ca-O-K-S-H-,1872,2.5,2.5,0,,7,C,D,35,29,3,1,1
3857,Szaibélyite,-Mg-B-O-H-,-Mg-B-O-H-,1861,3.0,3.5,0,2.62,6,B,A,15,25,2,1,2
3858,Szmikite,-Mn-O-S-H-,-Mn-O-S-H-,1877,1.5,1.5,0,,7,C,B,05,29,6,2,3
3859,Szomolnokite,-Fe-O-S-H-,-Fe-O-S-H-,1877,2.5,2.5,3,,7,C,B,05,29,6,2,2
3860,Szymańskiite,-Hg-Mg-Ni-O-C-H-,-Hg-Ni-O-C-H-,1990,0.0,0.0,0,,5,D,B,30,16b,7,15,1
3861,Schöllhornite,-Cr-Na-O-S-H-,-Cr-Na-O-S-H-,,2.0,2.0,0,2.70,2,F,B,05,2,9,17,2
3862,Szenicsite,-Cu-Mo-O-H-,-Cu-Mo-O-H-,1993,3.5,4.0,0,4.26,7,G,B,10,48,3,5,1
3863,Magnesiotaaffeite-2N’2S,-Al-Be-Mg-O-,-Al-Be-Mg-O-,1951,8.0,8.5,0,3.61,4,F,C,25,7,2,11,1
3864,Tacharanite,-Al-Ca-Si-O-H-,-Al-Ca-Si-O-H-,1961,5.0,5.0,0,2.36,9,H,A,75,72,3,2,6
3865,Tachyhydrite,-Ca-Cl-Mg-O-H-,-Ca-Cl-Mg-O-H-,1856,2.0,2.0,0,1.667,3,B,B,35,11,5,5,1
3866,Tadzhikite-(Ce),-Ca-Ce-Si-Ti-B-O-H-,-Ca-Ce-Si-Ti-B-O-H-,,6.0,6.0,0,,9,D,K,20,0,0,0,0
3868,Taenite,-Fe-Ni-,-Fe-,1861,5.0,5.5,0,,1,A,E,10,1,1,11,2
3869,Taikanite,-Ba-Mn-Si-Sr-O-,-Ba-Mn-Si-Sr-O-,1984,6.0,7.0,0,,9,D,H,25,65,3,3,1
3870,Taimyrite,-Cu-Pd-Pt-Sn-,-Pd-Sn-,1976,5.0,5.0,0,,1,A,G,15,1,2,10,1
3871,Takanelite,-Ca-Mn-O-H-,-Mn-O-H-,1970,5.0,5.0,0,3.41,4,F,L,40,7,10,1,2
3872,Takedaite,-Ca-B-O-,-Ca-B-O-,1993,4.5,4.5,0,,6,A,A,40,24,3,5,1
3873,Takéuchiite,-Fe-Mg-Mn-B-O-,-Mg-Mn-B-O-,1980,6.0,6.0,0,,6,A,B,40,24,2,6,1
3874,Takovite,-Al-Ni-O-C-H-,-Al-Ni-O-C-H-,1957,2.0,2.0,0,2.80,5,D,A,50,16b,6,3,2
3875,Talc,-Mg-Si-O-H-,-Mg-Si-O-H-,1546,1.0,1.0,4,2.7,9,E,C,05,71,2,1,3
3876,Talmessite,-As-Ca-Mg-O-H-,-As-Ca-Mg-O-H-,1960,5.0,5.0,0,3.57,8,C,G,05,40,2,2,5
3877,Talnakhite,-Cu-Fe-Ni-S-,-Cu-Fe-S-,,4.5,4.5,3,,2,C,B,10b,2,9,8,1
3878,Tamarugite,-Al-Na-O-S-H-,-Al-Na-O-S-H-,1889,3.0,3.0,0,,7,C,C,10,29,5,3,1
3879,Tancoite,-Al-Li-Na-O-P-H-,-Al-Li-Na-O-P-H-,1979,4.0,4.5,0,,8,B,G,15,41,4,7,1
3880,Taneyamalite,-Ca-Fe-Mg-Mn-Na-Si-O-H-,-Mn-Na-Si-O-,1977,5.0,6.0,0,,9,D,H,65,69,2,3,2
3881,Tantalaeschynite-(Y),-Nb-Ta-Ti-O-Y-,-Ta-O-Y-,,5.5,6.0,0,,4,D,F,05,8,3,6,4
3883,Tanteuxenite-(Y),-Nb-Ta-Ti-O-H-Y-,-Ta-O-Y-,,5.5,6.0,0,,4,D,G,05,8,3,8,3
3884,Tantite,-Ta-O-,-Ta-O-,1982,7.0,7.0,0,,4,E,0,05,4,6,6,1
3888,Taramellite,-Ba-Cl-Fe-Mg-Si-Ti-B-O-,-Ba-Cl-Fe-Si-B-O-,1908,5.5,5.5,0,,9,C,E,20,64,3,1,1
